Universal ACDC v.1.38
importing alife objects...
importing alife objects from file alife_zaton.ltx...
importing alife objects from file alife_jupiter.ltx...
importing alife objects from file alife_puzir.ltx...
team 0, squad 1, group 3, puzir_sniper1
team 0, squad 0, group 0, hr_snork12_4
team 0, squad 0, group 0, hr_pseudodog_6
team 0, squad 0, group 0, hr_pseudodog_7
team 0, squad 0, group 0, hr_flesh15_2
team 0, squad 0, group 0, hr_flesh15_4
team 0, squad 0, group 0, hr_dog16_3
team 0, squad 0, group 0, hr_dog16_6
team 0, squad 0, group 0, hr_boar17_2
team 0, squad 0, group 0, hr_boar17_3
team 0, squad 0, group 0, hr_tushkano18_5
team 0, squad 0, group 0, hr_tushkano18_6
team 0, squad 0, group 0, hr_izlom_swamp_6
team 0, squad 0, group 0, hr_chimera19_1
team 0, squad 0, group 0, hr_chimera19_2
team 0, squad 0, group 0, hr_bloodsucker_weak_2
team 0, squad 0, group 0, hr_burer20_1
team 0, squad 0, group 0, hr_m_crow_1
team 0, squad 0, group 0, hr_m_crow_2
team 0, squad 0, group 0, hr_m_crow_3
team 0, squad 0, group 0, hr_m_crow_4
team 0, squad 0, group 0, hr_m_crow_5
team 0, squad 0, group 0, hr_m_crow_6
team 0, squad 0, group 0, hr_m_crow_7
team 0, squad 0, group 0, hr_m_crow_8
team 0, squad 0, group 0, hr_m_crow_9
team 0, squad 0, group 0, hr_m_crow_10
team 0, squad 0, group 0, hr_m_crow_11
team 0, squad 0, group 0, hr_m_crow_12
team 0, squad 0, group 0, hr_m_crow_13
team 0, squad 0, group 0, hr_m_crow_14
team 0, squad 0, group 0, hr_m_crow_15
team 0, squad 0, group 0, hr_m_crow_16
team 0, squad 0, group 0, hr_m_crow_17
team 0, squad 0, group 0, hr_m_crow_18
team 0, squad 0, group 0, hr_m_crow_19
team 0, squad 0, group 0, hr_m_crow_20
team 0, squad 0, group 0, hr_m_crow_21
team 0, squad 0, group 0, hr_m_crow_22
team 0, squad 0, group 0, hr_m_crow_23
team 0, squad 0, group 0, hr_m_crow_24
team 0, squad 0, group 0, hr_m_crow_25
team 0, squad 0, group 0, hr_m_crow_26
team 0, squad 0, group 0, hr_m_crow_27
team 0, squad 0, group 0, hr_m_crow_28
team 0, squad 0, group 0, hr_m_crow_29
team 0, squad 0, group 0, hr_m_crow_30
team 0, squad 1, group 2, tractorist
team 0, squad 1, group 2, hr_afanasyev
team 0, squad 1, group 2, hr_liza
team 0, squad 0, group 0, hr_btr_1
team 0, squad 0, group 0, hr_uaz_1
team 0, squad 0, group 0, hr_btr_5
team 0, squad 0, group 0, hr_pseudodog20_2
importing alife objects from file alife_aver.ltx...
team 0, squad 0, group 0, aver_dog_strong_0002
team 0, squad 0, group 0, aver_dog_strong_0003
team 0, squad 0, group 0, aver_dog_normal
team 0, squad 0, group 0, aver_dog_normal_0000
team 0, squad 0, group 0, aver_dog_normal_0001
team 0, squad 0, group 0, aver_dog_normal_0002
team 0, squad 0, group 0, aver_dog_normal_0003
team 0, squad 0, group 0, aver_snork_strong
team 0, squad 0, group 0, aver_snork_strong_0000
team 0, squad 0, group 0, aver_snork_strong_0004
team 0, squad 0, group 0, aver_snork_strong_0005
team 0, squad 0, group 0, aver_flesh_normal_0000
team 0, squad 0, group 0, aver_flesh_normal_0001
team 0, squad 0, group 0, aver_flesh_normal_0002
team 0, squad 0, group 0, aver_dog_strong_0007
team 0, squad 0, group 0, aver_dog_strong_0008
team 0, squad 0, group 0, aver_dog_strong_0009
team 0, squad 0, group 0, aver_dog_normal_0008
team 0, squad 0, group 0, aver_dog_normal_0009
team 0, squad 0, group 0, aver_snork_strong_0006
team 0, squad 0, group 0, aver_snork_strong_0007
team 0, squad 0, group 0, aver_snork_strong_0010
team 0, squad 0, group 0, aver_psy_dog_radar_0001
team 0, squad 0, group 0, aver_psy_dog_radar_0003
team 0, squad 0, group 0, aver_psy_dog_radar_0004
team 0, squad 0, group 0, aver_m_poltergeist_strong_flame_0001
team 0, squad 0, group 0, aver_m_poltergeist_strong_flame_0002
team 0, squad 0, group 0, land_medik
team 0, squad 1, group 3, land_lazaret_stalker1
team 0, squad 1, group 3, land_lazaret_stalker2
team 0, squad 1, group 3, land_lazaret_stalker3
team 0, squad 5, group 4, land_lazaret_starik
team 0, squad 0, group 0, otshelnik
team 0, squad 0, group 0, vert_zimovie_stalker_1
team 0, squad 0, group 0, vert_zimovie_stalker_2
team 0, squad 0, group 0, zimovie_stalker_3
team 0, squad 0, group 0, zimovie_stalker_4
team 0, squad 0, group 0, zimovie_stalker_5
team 0, squad 0, group 0, land_arhara_zvezdochet
team 0, squad 5, group 4, aver_hunter_stalk_1
team 0, squad 5, group 4, aver_hunter_stalk_2
team 0, squad 5, group 4, aver_hunter_stalk_3
team 0, squad 5, group 4, aver_filin
team 0, squad 5, group 4, aver_hunter_stalk_4
team 0, squad 5, group 4, land_arhara_sniper_1
team 0, squad 5, group 4, land_arhara_sniper_2
team 0, squad 5, group 4, land_arhara_sniper_3
team 0, squad 5, group 4, land_arhara_sniper_4
team 0, squad 5, group 4, land_arhara_sniper_5
team 0, squad 5, group 4, land_sniper_chimaera
team 0, squad 5, group 4, land_arhara_sniper_sp_1
team 0, squad 5, group 4, land_arhara_sniper_sp_2
team 0, squad 5, group 4, land_arhara_sniper_sp_3
team 0, squad 5, group 4, land_arhara_sniper_sp_4
team 0, squad 5, group 4, aver_arhara_sniper_1
team 0, squad 5, group 4, aver_arhara_sniper_2
team 0, squad 5, group 4, aver_arhara_sniper_3
team 0, squad 5, group 4, aver_arhara_gulag2_sniper_1
team 0, squad 5, group 4, aver_arhara_gulag2_sniper_2
team 0, squad 5, group 4, aver_arhara_gulag2_sniper_3
team 0, squad 5, group 4, aver_arhara_gulag2_sniper_4
team 0, squad 5, group 4, aver_arhara_gulag2_sniper_5
team 0, squad 5, group 4, aver_arhara_gulag2_sniper_6
team 0, squad 0, group 0, land_arhara_bloodsucker_strong_1
team 0, squad 0, group 0, land_arhara_bloodsucker_strong_2
team 0, squad 0, group 0, piligrim
team 0, squad 0, group 0, land_arhara_boloto_bloodsucker
team 0, squad 0, group 0, piligrim_1
team 0, squad 0, group 0, piligrim_2
team 0, squad 5, group 4, land_arhara_sniper_sp_5
team 0, squad 5, group 4, land_arhara_sniper_sp_6
team 0, squad 5, group 4, land_arhara_sniper_sp_7
team 0, squad 5, group 4, land_arhara_sniper_sp_8
team 0, squad 0, group 0, stalk_kluk
team 0, squad 1, group 3, tehnik_golograma
team 0, squad 0, group 0, new_kluk_nz
team 0, squad 5, group 7, devchonka
team 0, squad 5, group 7, aver_pantera_new
team 0, squad 0, group 0, aver_zvezdochet2
team 0, squad 1, group 5, soprov_muha_soldat1
team 0, squad 1, group 5, soprov_muha_soldat2
team 0, squad 5, group 7, muha_die
team 0, squad 1, group 3, muha_soldat_ranen
team 0, squad 0, group 0, aver_kaban_meet1
team 0, squad 0, group 0, aver_kaban_meet2
team 0, squad 0, group 0, aver_kaban_meet3
team 0, squad 0, group 0, aver_kaban_meet4
team 0, squad 0, group 0, aver_kaban_meet5
team 0, squad 0, group 0, aver_kaban_meet6
team 0, squad 0, group 0, aver_kaban_meet7
team 0, squad 0, group 0, aver_kaban_meet8
team 0, squad 0, group 0, aver_kaban_meet9
team 0, squad 0, group 0, aver_kaban_meet10
team 0, squad 0, group 0, aver_odnonogiy
team 0, squad 0, group 0, aver_zlobnuy
importing alife objects from file alife_promzone.ltx...
team 0, squad 0, group 0, promz_flesh1_1
team 0, squad 0, group 0, promz_flesh1_2
team 0, squad 0, group 0, promz_flesh1_flesh_3
team 0, squad 0, group 0, promz_flesh1_4
team 0, squad 0, group 0, promz_flesh1_5
team 0, squad 0, group 0, promz_bloodsucker2_1
team 0, squad 0, group 0, promz_bloodsucker2_2
team 0, squad 0, group 0, promz_tushkano3_5
team 0, squad 0, group 0, promz_tushkano3_6
team 0, squad 0, group 0, promz_tushkano3_7
team 0, squad 0, group 0, promz_tushkano3_8
team 0, squad 0, group 0, promz_zombie4_1
team 0, squad 0, group 0, promz_zombie4_1
team 0, squad 0, group 0, promz_boar5_2
team 0, squad 0, group 0, promz_boar5_4
team 0, squad 0, group 0, promz_boar5_6
team 0, squad 0, group 0, promz_boar5_7
team 0, squad 0, group 0, promz_dog6_2
team 0, squad 0, group 0, promz_dog6_5
team 0, squad 0, group 0, promz_dog6_8
team 0, squad 0, group 0, promz_chimera7_5
team 0, squad 0, group 0, promz_tushkano8_5
team 0, squad 0, group 0, promz_tushkano8_6
team 0, squad 0, group 0, promz_zombie9_2
team 0, squad 0, group 0, promz_zombie9_4
team 0, squad 0, group 0, promz_zombie10_1
team 0, squad 0, group 0, promz_burer11_1
team 0, squad 1, group 2, promz_zombied_1
team 0, squad 1, group 2, promz_zombied_2
team 0, squad 1, group 2, promz_zombied_3
team 0, squad 0, group 0, promz_zombie100
team 0, squad 0, group 0, promz_pseudodog12_2
team 0, squad 0, group 0, promz_pseudodog12_3
team 0, squad 0, group 0, promz_flesh13_3
team 0, squad 0, group 0, promz_boar14_2
team 0, squad 0, group 0, promz_boar14_4
team 0, squad 0, group 0, promz_boar14_6
team 0, squad 0, group 0, promz_snork15_2
team 0, squad 0, group 0, promz_snork15_3
team 0, squad 0, group 0, promz_snork15_5
team 0, squad 0, group 0, promz_tushkano16_7
team 0, squad 0, group 0, promz_tushkano16_8
team 0, squad 0, group 0, promz_tushkano16_9
team 0, squad 0, group 0, promz_tushkano16_10
team 0, squad 0, group 0, promz_tushkano16_11
team 0, squad 0, group 0, promz_tushkano16_12
team 0, squad 0, group 0, promz_dog171
team 0, squad 1, group 2, promz_zombied_4
team 0, squad 1, group 2, promz_zombied_5
team 0, squad 1, group 2, promz_zombied_6
team 0, squad 1, group 2, promz_zombied_7
team 0, squad 1, group 2, promz_zombied_8
team 0, squad 1, group 2, promz_zombied_9
team 0, squad 1, group 2, promz_zombied_10
team 0, squad 0, group 0, promz_fracture18_2
team 0, squad 0, group 0, promz_rat19_5
team 0, squad 0, group 0, promz_controller
team 0, squad 0, group 0, promz_zombie21_2
team 0, squad 0, group 0, promz_zombie21_4
team 0, squad 0, group 0, promz_snork22_2
team 0, squad 0, group 0, promz_snork22_4
team 0, squad 1, group 2, promz_zombied_11
team 0, squad 1, group 2, promz_zombied_12
team 0, squad 1, group 2, promz_zombied_13
team 0, squad 1, group 2, promz_zombied_14
team 0, squad 1, group 2, promz_zombied_15
team 0, squad 0, group 0, promz_chimera23_1
team 0, squad 0, group 0, promz_tushkano24_4
team 0, squad 0, group 0, promz_tushkano24_6
team 0, squad 1, group 2, promz_freedom_1
team 0, squad 1, group 2, promz_freedom_2
team 0, squad 1, group 2, promz_freedom_3
team 0, squad 1, group 2, promz_lokki
team 0, squad 1, group 2, promz_mil_1
team 0, squad 1, group 2, promz_mil_2
team 0, squad 1, group 2, promz_mil_3
team 0, squad 1, group 2, promz_mil_4
team 0, squad 1, group 2, promz_mil_5
team 0, squad 1, group 2, promz_mil_6
team 0, squad 1, group 2, promz_mil_7
importing alife objects from file alife_av_peshera.ltx...
team 0, squad 0, group 0, av_peshera_bloodsucker_strong_0003
team 0, squad 0, group 0, av_peshera_bloodsucker_strong_0005
team 0, squad 1, group 3, labirint_shade_monolit
team 0, squad 1, group 3, labirint_monolit1
team 0, squad 1, group 3, labirint_monolit2
team 0, squad 1, group 3, labirint_monolit3
team 0, squad 1, group 3, labirint_monolit4
team 0, squad 1, group 3, labirint_monolit5
team 0, squad 1, group 3, labirint_monolit6
team 0, squad 1, group 3, labirint_monolit7
team 0, squad 1, group 3, labirint_monolit8
team 0, squad 1, group 3, labirint_monolit9
team 0, squad 1, group 3, labirint_monolit10
team 0, squad 1, group 3, labirint_monolit11
team 0, squad 1, group 3, labirint_monolit12
team 0, squad 1, group 3, labirint_monolit13
team 0, squad 1, group 3, labirint_monolit14
team 0, squad 1, group 3, labirint_monolit15
team 0, squad 1, group 3, labirint_monolit16
team 0, squad 1, group 3, labirint_monolit17
team 0, squad 1, group 3, labirint_monolit18
team 0, squad 1, group 3, labirint_monolit19
team 0, squad 1, group 3, labirint_monolit20
team 0, squad 1, group 3, av_peshera_mono1_bunker_u_vxoda
team 0, squad 1, group 3, av_peshera_mono2_bunker_niz
team 0, squad 1, group 3, av_peshera_mono3_bunker_lestn
team 0, squad 1, group 3, av_peshera_mono4_bunker_verx1
team 0, squad 1, group 3, av_peshera_mono5_bunker_verx_holl
team 0, squad 1, group 3, av_peshera_mono6_bunker_verx_posled
team 0, squad 1, group 3, av_peshera_mono7_bunker_presklad1
team 0, squad 1, group 3, av_peshera_mono8_bunker_presklad2
team 0, squad 1, group 3, labirint_monolit_shahter
team 0, squad 1, group 3, labirint_chasovoi_monolit
team 0, squad 5, group 4, dead_mono_labirint
team 0, squad 1, group 3, av_peshera_mono9_bunker_sklad1
team 0, squad 1, group 3, av_peshera_mono10_bunker_sklad2
team 0, squad 1, group 3, av_mono1_posle_bunkera
team 0, squad 1, group 3, av_mono2_posle_bunkera
team 0, squad 1, group 3, av_mono3_posle_bunkera
team 0, squad 0, group 0, av_pesh_grot_controller
team 0, squad 0, group 0, blood_effector_av1
team 0, squad 0, group 0, blood_effector_av2
team 0, squad 0, group 0, av_peshera_chimera_x_ray
team 0, squad 0, group 0, av_peshera_electro_chimera
importing alife objects from file alife_l11_pripyat.ltx...
team 0, squad 1, group 3, prip_mono_after_mina1
team 0, squad 1, group 3, prip_mono_after_mina2
team 0, squad 1, group 3, prip_mono_after_mina3
team 0, squad 1, group 3, prip_mono_after_mina4
team 0, squad 5, group 0, prip_radist2_ozhil
team 0, squad 0, group 0, pripyt_kluk
team 0, squad 1, group 3, prip_sadik_mono_camp1
team 0, squad 1, group 3, prip_sadik_mono_camp2
team 0, squad 1, group 3, prip_sadik_mono_camp3
team 0, squad 1, group 3, sadik_mono_valker1
team 0, squad 1, group 3, sadik_mono_valker2
team 0, squad 1, group 3, sadik_mono_valker3
team 0, squad 1, group 3, sadik1_mono_valker4
team 0, squad 1, group 3, sadik1_mono_valker5
team 0, squad 5, group 0, radist_after
team 0, squad 5, group 0, prip_dok_arh
team 0, squad 5, group 0, rabi_mono1
team 0, squad 5, group 0, rabi_mono2
team 0, squad 5, group 0, rabi_mono3
team 0, squad 5, group 0, rabi
team 0, squad 5, group 0, sniper_rabi
team 0, squad 18, group 7, pri_stadium_help_stalker1
team 0, squad 18, group 7, pri_stadium_help_stalker2
team 7, squad 18, group 10, pri_corner_monolith2
team 7, squad 18, group 10, pri_corner_monolith3
team 7, squad 18, group 10, pri_corner_monolith1
team 7, squad 18, group 5, pri_sideway_left_kamp_monolith1
team 7, squad 18, group 5, pri_sideway_left_kamp_monolith2
team 7, squad 18, group 5, pri_sideway_left_kamp_monolith3
team 7, squad 18, group 5, pri_sideway_left_kamp_monolith4
team 0, squad 18, group 1, pri_followers_stalker3
team 0, squad 18, group 1, pri_followers_stalker2
team 0, squad 18, group 1, pri_followers_stalker1
team 0, squad 18, group 1, pri_followers_leader
team 0, squad 18, group 1, pri_stadium_lair_gigant_0000
team 0, squad 18, group 1, pri_stadium_lair_gigant_0001
team 0, squad 18, group 3, pri_stadium_lair_tushkano_0000
team 0, squad 18, group 3, pri_stadium_lair_tushkano_0001
team 0, squad 18, group 3, pri_stadium_lair_tushkano_0002
team 0, squad 18, group 3, pri_stadium_lair_tushkano_0003
team 0, squad 18, group 3, pri_stadium_lair_tushkano_0004
team 0, squad 18, group 3, pri_stadium_lair_tushkano_0005
team 0, squad 18, group 3, pri_stadium_lair_tushkano_0006
team 0, squad 18, group 4, pri_stadium_lair_snork_0001
team 0, squad 18, group 4, pri_stadium_lair_snork_0002
team 0, squad 18, group 2, pri_depot_psydog_0000
team 0, squad 18, group 1, pri_depot_controller1
team 0, squad 18, group 1, pri_depot_controller2
team 0, squad 18, group 1, pri_depot_controller3
team 0, squad 18, group 4, pri_depot_pseudodog_strong_0002
team 0, squad 18, group 4, pri_depot_pseudodog_strong_0000
team 0, squad 18, group 4, pri_depot_pseudodog_strong_0001
team 0, squad 18, group 3, pri_depot_pseudodog_normal_0003
team 0, squad 18, group 3, pri_depot_pseudodog_normal_0000
team 0, squad 18, group 3, pri_depot_pseudodog_normal_0001
team 0, squad 18, group 3, pri_depot_pseudodog_normal_0002
team 0, squad 18, group 3, pri_depot_pseudodog_normal_0004
team 0, squad 18, group 17, pri_stadium_sniper1
team 0, squad 18, group 17, pri_stadium_sniper2
team 0, squad 18, group 17, pri_stadium_sniper3
team 0, squad 18, group 15, pri_monolith_28
team 0, squad 18, group 15, pri_monolith_29
team 0, squad 18, group 15, pri_monolith_30
team 0, squad 18, group 15, pri_monolith_31
team 0, squad 18, group 15, pri_monolith_32
team 0, squad 18, group 15, pri_monolith_33
team 0, squad 18, group 1, pri_monolith_leader
team 0, squad 18, group 10, pri_monolith_roof3
team 7, squad 18, group 10, pri_monolith_roof1
team 7, squad 18, group 10, pri_monolith_01
team 7, squad 18, group 10, pri_monolith_02
team 7, squad 18, group 10, pri_monolith_03_sniper
team 7, squad 18, group 10, pri_monolith_04
team 7, squad 18, group 10, pri_monolith_08
team 7, squad 18, group 10, pri_monolith_07
team 7, squad 18, group 10, pri_monolith_06
team 7, squad 18, group 10, pri_monolith_05
team 7, squad 18, group 10, pri_monolith_09
team 7, squad 18, group 10, pri_monolith_10
team 7, squad 18, group 10, pri_monolith_11
team 7, squad 18, group 10, pri_monolith_12
team 7, squad 18, group 10, pri_monolith_13
team 7, squad 18, group 10, pri_monolith_14
team 7, squad 18, group 10, pri_monolith_15
team 7, squad 18, group 10, pri_monolith_16
team 7, squad 18, group 10, pri_monolith_17
team 7, squad 18, group 10, pri_monolith_18
team 7, squad 18, group 10, pri_monolith_19
team 7, squad 18, group 10, pri_monolith_20
team 7, squad 18, group 10, pri_monolith_21
team 7, squad 18, group 10, pri_monolith_22
team 7, squad 18, group 10, pri_monolith_23
team 7, squad 18, group 10, pri_monolith_24
team 7, squad 18, group 10, pri_monolith_25
team 7, squad 18, group 10, pri_monolith_26
team 7, squad 18, group 10, pri_monolith_27
team 7, squad 18, group 10, pri_monolith_balcony_sniper1
team 7, squad 18, group 10, pri_monolith_balcony_sniper2
team 7, squad 18, group 10, pri_monolith_roof2
team 0, squad 0, group 0, pri_wave3_btr
team 0, squad 18, group 1, pri_wave1_monolith1_rsniper1
team 0, squad 18, group 1, pri_wave1_monolith2_free1
team 0, squad 18, group 1, pri_wave1_monolith3_free2
team 7, squad 18, group 2, pri_wave2_monolith1_rsniper1
team 7, squad 18, group 2, pri_wave2_monolith2_wsniper1
team 7, squad 18, group 2, pri_wave2_monolith4_wsniper2
team 7, squad 18, group 2, pri_wave2_monolith3_rsniper2
team 0, squad 11, group 4, pri_wave4_monolith5_free2
team 0, squad 11, group 4, pri_wave4_monolith5_free3
team 0, squad 18, group 1, pri_wave4_monolith1_rsniper1
team 0, squad 18, group 2, pri_wave4_monolith2_wsniper1
team 0, squad 18, group 1, pri_wave4_monolith3_rsniper2
team 0, squad 18, group 2, pri_wave4_monolith4_wsniper2
team 0, squad 11, group 3, pri_wave4_monolith5_free1
team 0, squad 18, group 5, pri_wave5_monolith3_free3
team 0, squad 18, group 5, pri_wave5_monolith4_free4
team 0, squad 18, group 5, pri_wave5_monolith1_free1
team 0, squad 18, group 5, pri_wave5_monolith2_free2
team 0, squad 18, group 6, pri_wave6_monolith1_rsniper1
team 0, squad 18, group 6, pri_wave6_monolith2_wsniper1
team 7, squad 18, group 7, pri_wave7_monolith1
team 7, squad 18, group 7, pri_wave7_monolith2
team 7, squad 18, group 7, pri_wave7_monolith3
team 7, squad 18, group 7, pri_wave7_monolith4
team 7, squad 18, group 7, pri_wave7_monolith5
team 0, squad 0, group 0, pri_boar_strong
team 0, squad 0, group 0, pri_boar_strong_0000
team 0, squad 0, group 0, pri_boar_strong_0001
team 0, squad 0, group 0, pri_boar_strong_0002
team 0, squad 0, group 0, pri_boar_strong_0003
team 0, squad 0, group 0, pri_boar_strong_0004
team 0, squad 0, group 0, pri_boar_strong_0005
team 0, squad 18, group 10, pri_monolith_camper_n_1
team 0, squad 0, group 0, pri_stalker
team 0, squad 0, group 0, pri_snork_strong
team 0, squad 0, group 0, pri_snork_strong_0000
team 0, squad 0, group 0, pri_snork_strong_0001
team 0, squad 18, group 10, pri_stalker_n_2
team 0, squad 0, group 0, pri_stalker_n_2_0000
team 0, squad 18, group 10, pri_monolith_roof3_0000
team 0, squad 18, group 10, pri_monolith_roof3_0001
team 0, squad 18, group 10, pri_stalker_n_2_0001
team 0, squad 18, group 10, pri_stalker_n_2_0002
team 0, squad 18, group 10, pri_stalker_n_2_0003
team 0, squad 18, group 10, pri_stalker_n_2_0004
team 0, squad 18, group 10, pri_stalker_n_2_0005
team 0, squad 18, group 10, pri_stalker_n_2_0006
team 0, squad 5, group 0, doktor
importing alife objects from file alife_lost_village.ltx...
team 0, squad 1, group 3, after_foto_bandit1
team 0, squad 1, group 3, after_foto_bandit2
team 0, squad 1, group 3, after_foto_bandit3
team 0, squad 1, group 3, after_foto_bandit4
team 0, squad 1, group 5, village_attaks_komander
team 0, squad 1, group 5, village_attaks_komander_oxrana1
team 0, squad 1, group 5, village_attaks_komander_oxrana2
team 0, squad 1, group 5, village_attaks_komander_oxrana3
team 0, squad 6, group 1, village_gulag_small_stalk1
team 0, squad 6, group 1, village_gulag_small_stalk2
team 0, squad 6, group 1, village_gulag_small_stalk3
team 0, squad 1, group 3, village_bandit1
team 0, squad 1, group 3, village_bandit2
team 0, squad 1, group 3, village_bandit3
team 0, squad 1, group 3, village_bandit4
team 2, squad 6, group 1, village_attaks_big1
team 2, squad 6, group 1, village_attaks_big2
team 2, squad 6, group 1, village_attaks_big3
team 2, squad 6, group 1, village_attaks_big4
team 2, squad 6, group 1, village_attaks_big5
team 2, squad 6, group 1, village_attaks_big6
team 2, squad 6, group 1, village_attaks_big7
team 2, squad 6, group 1, village_attaks_big8
team 0, squad 1, group 5, village_attaks_big9
team 0, squad 1, group 5, village_attaks_big10
team 0, squad 1, group 5, village_attaks_big11
team 0, squad 1, group 5, village_attaks_bigl2
team 0, squad 1, group 5, village_attaks_big13
team 0, squad 1, group 5, village_attaks_big14
team 2, squad 6, group 1, village_attaks_small1
team 2, squad 6, group 1, village_attaks_small2
team 2, squad 6, group 1, village_attaks_small3
team 2, squad 6, group 1, village_attaks_small4
team 2, squad 6, group 1, village_attaks_small5
team 2, squad 6, group 1, village_attaks_small6
team 2, squad 6, group 1, village_attaks_small7
team 2, squad 6, group 1, village_attaks_small8
team 0, squad 1, group 5, village_attaks_small9
team 0, squad 1, group 5, village_attaks_small10
team 0, squad 1, group 5, village_attaks_small11
team 0, squad 1, group 5, village_attaks_smalll2
team 0, squad 1, group 5, village_attaks_small13
team 0, squad 1, group 5, village_attaks_small14
team 0, squad 1, group 5, village_attaks_small15
team 0, squad 0, group 0, village_gulag_big_stalk1
team 0, squad 0, group 0, village_gulag_big_stalk2
team 0, squad 0, group 0, village_gulag_big_stalk3
team 0, squad 0, group 0, village_gulag_big_stalk4
team 0, squad 0, group 0, village_gulag_big_stalk5
team 0, squad 6, group 1, village_gulag_big_stalk6
team 0, squad 6, group 1, village_gulag_big_stalk7
team 0, squad 5, group 7, village_pantera
team 2, squad 6, group 1, village_kapatel3
team 0, squad 0, group 0, village_zaschita_stalk1
team 0, squad 0, group 0, village_zaschita_stalk2
team 0, squad 0, group 0, village_zaschita_stalk3
team 0, squad 0, group 0, village_zaschita_stalk4
team 0, squad 0, group 0, village_zaschita_stalk5
team 0, squad 6, group 1, village_zaschita_stalk6
team 0, squad 6, group 1, village_zaschita_stalk7
team 2, squad 6, group 1, village_obsled_voen1
team 2, squad 6, group 1, village_obsled_voen2
team 2, squad 6, group 1, village_obsled_voen3
team 2, squad 6, group 1, village_obsled_voen4
team 8, squad 0, group 0, village_stalker_zombied1
team 8, squad 0, group 0, village_stalker_zombied2
team 0, squad 0, group 0, kolmogor
team 0, squad 0, group 0, village_piligrim
team 0, squad 0, group 0, village_plennuy
team 0, squad 6, group 1, village_nachalo_stalk1
team 0, squad 0, group 0, village_nachalo_stalk2
team 0, squad 0, group 0, village_nachalo_stalk3
team 0, squad 1, group 0, village_stalk_dead1
team 0, squad 0, group 0, village_stalk_dead2
team 0, squad 3, group 1, village_stalk_dead3
team 0, squad 0, group 0, village_brat_dead
team 2, squad 6, group 1, village_kapatel1
team 2, squad 6, group 1, village_kapatel2
team 2, squad 6, group 1, village_magazin_kapatel1
team 0, squad 1, group 5, village_magazin_kapatel2
team 0, squad 1, group 5, village_magazin_kapatel3
team 0, squad 1, group 5, village_xolm_kapatel1
team 0, squad 1, group 5, village_xolm_kapatel2
team 0, squad 1, group 5, village_xolm_kapatel3
team 0, squad 1, group 5, village_xolm_kapatel4
team 0, squad 0, group 0, village_burer1
team 0, squad 0, group 0, village_bloodsucker1
team 0, squad 0, group 0, village_flesh1
team 0, squad 0, group 0, village_flesh2
team 0, squad 0, group 0, village_flesh3
team 0, squad 0, group 0, village_flesh4
team 0, squad 0, group 0, village_flesh5
team 0, squad 0, group 0, village_flesh6
team 0, squad 0, group 0, village_dog_strong1
team 0, squad 0, group 0, village_dog_strong2
team 0, squad 0, group 0, village_dog_strong3
team 0, squad 0, group 0, village_pseudodog_normal1
team 0, squad 0, group 0, village_pseudodog_normal2
team 0, squad 0, group 0, village_pseudodog_normal3
team 0, squad 0, group 0, village_pseudodog_normal4
team 0, squad 0, group 0, village_pseudodog_normal5
team 0, squad 0, group 0, village_dog_strong4
team 0, squad 0, group 0, village_dog_strong5
team 0, squad 0, group 0, village_dog_strong6
team 0, squad 0, group 0, village_dog_strong7
importing alife objects from file alife_l04u_labx18.ltx...
team 0, squad 1, group 3, x18_gorit1
team 0, squad 1, group 3, x18_gorit2
team 0, squad 1, group 3, x18_gorit3
team 0, squad 1, group 3, x18_gorit4
team 0, squad 1, group 3, x18_gorit5
team 0, squad 0, group 0, lab_burer_strong1
team 0, squad 0, group 0, lab_burer_strong2
team 0, squad 0, group 0, lab_burer_strong3
team 0, squad 0, group 0, lab_burer_strong4
team 0, squad 0, group 0, lab_burer_strong5
team 0, squad 0, group 0, lab_burer_strong6
team 0, squad 0, group 0, lab_burer_strong7
team 0, squad 0, group 0, lab_burer_strong8
team 0, squad 0, group 0, dar_stalker0000
team 0, squad 0, group 0, dar_stalker0001
team 0, squad 0, group 0, dar_stalker
team 0, squad 0, group 0, dar_stalker0000_0000
team 0, squad 0, group 0, dar_m_poltergeist_normal_flame_0000
team 0, squad 0, group 0, dar_gigant_normal
team 0, squad 0, group 0, dar_m_poltergeist_normal_tele
team 0, squad 0, group 0, dar_stalker_0000
team 0, squad 0, group 0, dar_stalker_0002
team 0, squad 0, group 0, dar_stalker_0004
team 0, squad 0, group 0, dar_stalker_0005
team 0, squad 0, group 0, dar_m_poltergeist_normal_tele_0000
team 0, squad 0, group 0, dar_m_poltergeist_normal_flame
team 0, squad 0, group 0, dar_m_poltergeist_normal_flame_0001
team 0, squad 0, group 0, dar_m_poltergeist_normal_flame_0002
team 5, squad 5, group 9, dar_snork_strong
team 5, squad 5, group 4, dar_snork_strong_0000
importing alife objects from file alife_l03_rinok.ltx...
team 0, squad 1, group 2, l03_stalker_0003
team 0, squad 1, group 2, l03_stalker_0004
team 0, squad 1, group 2, l03_stalker_0005
team 0, squad 1, group 2, l03_stalker_0006
team 0, squad 1, group 2, l03_stalker_0007
team 0, squad 1, group 2, l03_stalker_0008
team 0, squad 1, group 2, l03_stalker_0009
team 0, squad 1, group 2, l03_stalker
team 0, squad 1, group 2, l03_stalker_0000
team 0, squad 1, group 2, l03_stalker_0001
team 0, squad 1, group 2, l03_stalker_0002
